Class Index,Description
1,"Each day, detainees in Guantnamo Bay, Cuba, argue before anonymous military officers that they should not be in custody. The hearings have brought heavy criticism."
2,"Speaking for all non-members of Red Sox Nation, we're happy you beat the Yankees.  Now go win a World Series so we can be done with you."
3," NEW YORK (Reuters) - The dollar rallied broadly on Monday  after a statement by the Group of Seven richest nations late  Friday brought no surprises, allowing some optimism about U.S.  economic prospects to bolster the currency."
1,"THE unidentified bodies of a decapitated man and a woman who died of bullet wounds have been found south of the Iraqi capital, hospital officials said today."
3,"The economy expanded at an annual rate of 3.7 percent in the summer as a big rebound in auto sales offset weakness from an exploding trade deficit, soaring oil prices and"
4,"It #39;s a great time to be an Internet shopper, but the same search technology that is transforming the Web into a bargain-hunter #39;s paradise is putting the squeeze"
2,"PONTIAC, Mich. - Five members of the Indiana Pacers and seven Detroit Pistons fans were criminally charged yesterday because of their roles in the Pistons-Pacers brawl last month - a fight that captured national attention."
4,"As the new iMac G5 makes its way to customers, Apple has added an iMac G5 Troubleshooting Assistant to its online support area. The system starts with broad issues, such as  quot;When I press"
1,"AP - Calling himself a ""liberal with sanity,"" former mayor Ed Koch  #151; a lifelong Democrat  #151; said he decided to support President Bush in the 2004 election because of Bush's stance on Iraq."
3,NEW YORK (CNN/Money) - The dollar fell to a seven-month low versus the yen and hovered just above a record low against the euro Monday as it resumed its slide amid concerns about the US ability to fund its current account gap.
2,"Once again, the Boston College women's basketball team started strong in the second half to blow open a close game, this time using a 15-4 run after intermission to stretch a 5-point halftime edge into an easy 78-49 win over the University of New Hampshire yesterday at Conte Forum."
3,"The pace of hiring for US companies in the fourth quarter is expected to be consistent with the solid employment activity of the past six months, and much improved from a year ago, according to Manpower Inc."
4,"Priced at \$249.99, it can play MP3, WMA and WAV-encoded music files."
2,"While hes spent the past several seasons in New England winning two Superbowl championships and looks poised to a third, Weis may have hoped that success would have lead to an NFL head coaching job."
1,"(AGI) - Rome, Dec. 11 -  quot;He should give up the benefit of debarment and resign from his post as Prime Minister, and eventually stand in the ensuing electoral campaign as the leader of Italy #39;s largest party"
1,"Three Saudi security staff are killed while chasing suspected militants, state television says."
3,Boeing #39;s happy confirmation of a \$4 billion order from Singapore Airlines for 18 777s yesterday was tempered by the disappointing news that the prestigious carrier will not be among the first customers for the all-new 7E7.
4,"NEW HAVEN, Conn. -- Slower growth and reduced profits will likely squeeze three of the nation #39;s top 10 personal computer manufacturers out of the market by 2007, a research firm predicted Monday."
4,"Experts are to study the ""sweaty palmed excitement"" of people playing their computer and console games."
2,"The brawl has been over for four days, but there #39;s still plenty to fight about. There was action on several fronts yesterday as the players, the teams, the fans, and law"
1,"SANTIAGO (AFP) - US Secretary of State Colin Powell and partners in the Asia-Pacific axis converge here Wednesday to thwart North Korea #39;s nuclear arms ambitions, press the  quot;war on terror quot; and rip away trade barriers."
1,"Australia has returned incumbent Prime Minister John Howard for a fourth consecutive term of government, probably with an increased majority in the Parliament."
1,"Full moon nights, when the walls of marble shimmer in the light, are thought to be the most romantic time to see the Taj Mahal, except that - barring a few one-off occasions - such visits have been banned for 20 years."
4,"Even if you don #39;t play video games, chances are you #39;ve heard of  quot;Halo 2. quot;. Microsoft Corp. made sure of that with a massive public relations blitz, boldly proclaiming that  quot;there hasn #39;t been this much anticipation"
4,"Microsoft today launched a beta version of its desktop search tool. This tool is ment to find documents, e-mail and other files stored on your own HDD."
4,Intel has dropped plans to include integrated Wi-Fi in its 915G/P and 925X chipsets. The chipsets - formerly codenamed Grantsdale - were due to have Wi-Fi access points built in at launch.
2,CHAPEL HILL -- North Carolina made its national debut Saturday afternoon in a long-running reality series starring the ACC. Carolina #39;s 91-78 win over No.
2,"GREEN BAY, Wis. - Cornerback Mike McKenzie returned to the Green Bay Packers yesterday after holding out throughout training camp and missing the season opener."
3,"WATERLOO, ONTARIO - Research in Motion reported sharply higher quarterly profits and revenues Thursday as sales of its popular BlackBerry wireless e-mail device continue to soar."
3,Rupert Murdoch #39;s News International is to move its print presses out of the Wapping site that was the scene of an iconic battle with print workers in the 1980s.
3,Australian building group James Hardie Industries misled the public when it said it had set aside enough money to meet asbestos compensation claims.
4,IBM #39;s planned purchase of Venetica provides Big Blue with one more piece in its on-demand computing strategy. The challenge will be to seamlessly meld Venetica #39;s unstructured-data expertise with structured-data management.
1, JERUSALEM (Reuters) - Jewish settler leaders failed in a  rare meeting with Israeli Prime Minister Ariel Sharon on Sunday  to persuade him to back their proposal to put his planned Gaza  withdrawal to a national referendum.
4,"A computer game that allows users to play the role of Kennedy assassin Lee Harvey Oswald was released Monday by Traffic Games, a Scottish software company."
3,"Economists are betting that the US Federal Reserve will raise interest rates to 1.75 on Tuesday, the third rise this year."
2,"Denver, CO (Sports Network) - Denver Nuggets guard Voshon Lenard underwent successful surgery Monday to repair his torn left Achilles #39; tendon."
3,"PARIS, Dec 7 (AFP) - The United States wants rapid progress in resolving a dispute with the European Union on public aid to rival aircraft makers Boeing and Airbus, and will call for World Trade Organisation mediation if US-EU talks do not produce results"
4,"The software giant settles one legal claim with Novell over NetWare, but can't reach a deal over a second issue involving WordPerfect."
4,"In the literary corners of the Web, poets denounce T. S. Eliot and fans write new stories for Jane Austen's characters."
4,ZDNet #39;s survey of IT professionals in October kept upgrading hardware at number two on the businesses radar throughout the year.
